SPARS 33,SPARS 33,1
SPARS 37,SPARS 37,1
SPARS 4,SPARS 4,1
SPARS 45,SPARS 45,1
SPARS 48,SPARS 48,1
SPARS 49,SPARS 49,1
SPARS 53,SPARS 53,1
SPARS 60,SPARS 60,1
SPARS 61,SPARS 61,1
SPARS 65,SPARS 65,1
SPARS 69,SPARS 69,1
SPARS 72,SPARS 72,1
SPARS 73,SPARS 73,1
SPARS 75,SPARS 75,1
SPARS 75A,SPARS 75A,1
SPARS 77,SPARS 77,1
SPARS 78,SPARS 78,1
TA-M207A,TA-M207A,1
TA-M238,TA-M238,1
TA-M240,TA-M240,1
TA-M242,TA-M242,1
TA-M245,TA-M245,1
TA-M253,TA-M253,1
TA-M253 Distributor Addendum,TA-M253 Distributor Addendum,1
TA-M255A,TA-M255A,1
TA-M286,TA-M286,1
TA-M289A,TA-M289A,1
TA-M292,TA-M292,1
TA-M296A,TA-M296A,1
TA-M298,TA-M298,1
TA-M299,TA-M299,1
TA-M300,TA-M300,1
TA-M301,TA-M301,1
TA-M302,TA-M302,1
TA-M304,TA-M304,1
TA-M307,,0
TA-M308,TA-M308,1
TA-M309,,0
TA-M311,TA-M311,1
TA-M326,TA-M326,1
TA-M329,TA-M329,1
TA-M335,TA-M335,1
TA-M336,TA-M336,1
TA-M337,TA-M337,1
TA-M343,TA-M343,1
TA-M345,TA-M345,1
TA-M346,TA-M346,1
TA-M358,TA-M358,1
TA-M372B,TA-M372B,1
TAS 3065A-14,TAS 3065A-14,1
TAS 3066A-14,TAS 3066A-14,1
TAS 3074B,TAS 3074B,1
TAS 3074C-14,TAS 3074C-14,1
TAS 3080,TAS 3080,1
TAS 3081,TAS 3081,1
TAS 3081A-14,TAS 3081A-14,1
TAS3081B-14,TAS3081B-14,1
TAS3082-14,TAS3082-14,1
TAS3084-14,TAS3084-14,1
TAS3085-14,TAS3085-14,1
TAU 3061A,TAU 3061A,1
TAU 3065,TAU 3065,1
TAU 3069,TAU 3069,1
TAU 3073,TAU 3073,1
TAU 3073A,TAU 3073A,1
TAU 3074,TAU 3074,1
TAU 3074A,TAU 3074A,1
TAU 3075,TAU 3075,1
TAU 3076,TAU 3076,1
TAU 3078,TAU 3078,1
TAU 3451A,TAU 3451A,1
TAU 3451B,TAU 3451B,1
TAU3204A,TAU3204A,1
UKA34/M4 Chieveley Improvement,UKA34/M4 Chieveley Improvement,1
UKAlvaston Bypass,UKAlvaston Bypass,1
UKAston Clinton Bypass,UKAston Clinton Bypass,1
UKAttleborough Bypass,UKAttleborough Bypass,1
"UKBasford, Hough, Shavington Bypass","UKBasford, Hough, Shavington Bypass",1
UKBean - Cobham,UKBean - Cobham,1
UKBingley Relief Road,,0
UKCarkin Moor - Scotch Corner Improvement,,0
UKCity Road & Stoke Road Junction Improvements,,0
UKClimbing Lanes,,0
UKCommonhead Junction,UKCommonhead Junction,1
UKFerrybridge to Hook Moor,UKFerrybridge to Hook Moor,1
UKGreat Barford Bypass,UKGreat Barford Bypass,1
UKGreta Bridge - Stephen Bank Improvement,UKGreta Bridge - Stephen Bank Improvement,1
UKHedon Road Improvement,UKHedon Road Improvement,1
UKIwade Queenborough Improvement,UKIwade Queenborough Improvement,1
UKJunction 12-15 Widening,UKJunction 12-15 Widening,1
UKJunction 18 Easbound Diverge,UKJunction 18 Easbound Diverge,1
UKJunction 31-32 Widening,UKJunction 31-32 Widening,1
UKJunction 4 and Handy Cross Junction,UKJunction 4 and Handy Cross Junction,1
UKJunctions 5 - 8 Widenning,UKJunctions 5 - 8 Widenning,1
UKLamberhurst Bypass,UKLamberhurst Bypass,1
UKMelton GSJ,UKMelton GSJ,1
UKMerrymeet Bypass,UKMerrymeet Bypass,1
UKNesscliffe Bypass,UKNesscliffe Bypass,1
UKNewark - Lincoln Improvements,UKNewark - Lincoln Improvements,1
UKNewbury Bypass,UKNewbury Bypass,1
UKPolegate Bypass,UKPolegate Bypass,1
UKRookery Crossroads,,0
UKRoudham Heath - Attleborough,UKRoudham Heath - Attleborough,1
UKSilverstone Improvements,,0
UKThorney Bypass,UKThorney Bypass,1
UKToll,UKToll,1
"UKWadesmill, High Cross and Colliers End Bypass","UKWadesmill, High Cross and Colliers End Bypass",1
UKWeeford - Fazeley,UKWeeford - Fazeley,1
UKWetherby - Walshford,UKWetherby - Walshford,1
WIDD,WIDD,1
X,,0
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
,,1
