BriefDescription,Length_miles,FunctionalClass,ImprovementType,State,InternalProjectID,main_ProjectInformation_ProjectID,County,TollType,ForecastYear,TrafficForecast,ForecastYearType,YearForecastProduced,ForecastMethodology,SegmentDescription,main_TrafficForecast_ProjectID,SegmentID,Year_ofObservation,Count,DiffYear
,,,,,25154,,,1,2009,100595,1,2003,6,,,,2009,66090,0
,,,,,25159,,,1,2004,64940,1,2003,6,,,,2004,63900,0
,,,,,25159,,,1,2004,64130,1,2003,6,,,,2004,65220,0
,,,,,77057,,,1,2006,24331,1,2003,6,,,,2006,17770,0
,,,,,77057,,,1,2006,22532,1,2003,6,,,,2006,17830,0
,,,,,77057,,,1,2006,2686,1,2003,6,,,,2006,2070,0
,,,,,20236,,,1,2006,42842,1,2004,6,,,,2006,39990,0
,,,,,20236,,,1,2006,42744,1,2004,6,,,,2006,40130,0
,,,,,20236,,,1,2006,9290,1,2004,6,,,,2006,7020,0
,,,,,20236,,,1,2006,8696,1,2004,6,,,,2006,7230,0
,,,,,23586,,,1,2005,4563.333333,1,2004,6,,,,2005,3850,0
,,,,,23586,,,1,2005,2479.166667,1,2004,6,,,,2005,2490,0
,,,,,24794,,,1,2004,14751.5,1,2002,6,,,,2004,15580,0
,,,,,24794,,,1,2004,16800.5,1,2002,6,,,,2004,17800,0
,,,,,24794,,,1,2004,15091.5,1,2002,6,,,,2004,18020,0
,,,,,19932,,,1,2010,39760,1,2002,6,,,,2010,41700,0
,,,,,23265,,,1,2005,21140,1,2002,6,,,,2005,14590,0
,,,,,23894,,,1,2006,16914.5,1,2002,6,,,,2006,16060,0
,,,,,23894,,,1,2006,19072,1,2002,6,,,,2006,16060,0
,,,,,23265,,,1,2005,8250,1,2002,6,,,,2005,7570,0
,,,,,19503,,,1,2005,14410,1,2003,6,,,,2005,14880,0
,,,,,23717,,,1,2005,10080,1,2003,6,,,,2005,9290,0
,,,,,23903,,,1,2010,7232.5,1,2003,6,,,,2010,6190,0
,,,,,23903,,,1,2010,2500,1,2003,6,,,,2010,2680,0
,,,,,23903,,,1,2010,7202.5,1,2003,6,,,,2010,6710,0
,,,,,75182,,,1,2006,8510.5,1,2003,6,,,,2006,7700,0
,,,,,75182,,,1,2006,9594.5,1,2003,6,,,,2006,6480,0
,,,,,76265,,,1,2005,6300,1,2003,6,,,,2005,7160,0
,,,,,22219,,,1,2010,3570,1,2003,6,,,,2010,3360,0
,,,,,22219,,,1,2010,2310,1,2003,6,,,,2010,1950,0
,,,,,25713,,,1,2006,70894.5,1,2003,6,,,,2006,73350,0
,,,,,25713,,,1,2006,137477,1,2003,6,,,,2006,150740,0
,,,,,24441,,,1,2006,98511,1,2003,6,,,,2006,102780,0
,,,,,24441,,,1,2006,102608,1,2003,6,,,,2006,104240,0
,,,,,24441,,,1,2006,102928,1,2003,6,,,,2006,105090,0
,,,,,24441,,,1,2006,125955.5,1,2003,6,,,,2006,128670,0
,,,,,19503,,,1,2005,17270,1,2003,6,,,,2005,14210,0
,,,,,21785,,,1,2007,14378,1,2003,6,,,,2007,12810,0
,,,,,23716,,,1,2006,12836.66667,1,2004,6,,,,2006,11710,0
,,,,,23587,,,1,2006,6444.166667,1,2004,6,,,,2006,3850,0
,,,,,23576,,,1,2005,11930,1,2004,6,,,,2005,11610,0
,,,,,10914,,,1,2006,73627,1,2004,6,,,,2006,75310,0
,,,,,10914,,,1,2006,73531,1,2004,6,,,,2006,72880,0
,,,,,10914,,,1,2006,69396,1,2004,6,,,,2006,65950,0
,,,,,10914,,,1,2006,62891,1,2004,6,,,,2006,57050,0
,,,,,18702,,,1,2007,90623,1,2004,6,,,,2007,103690,0
,,,,,75869,,,1,2006,105735,1,2004,6,,,,2006,107210,0
,,,,,75869,,,1,2006,94180,1,2004,6,,,,2006,107060,0
,,,,,75869,,,1,2006,97500,1,2004,6,,,,2006,107060,0
,,,,,75869,,,1,2006,85290,1,2004,6,,,,2006,99300,0
,,,,,76968,,,1,2007,27436,1,2004,6,,,,2007,28540,0
,,,,,23584,,,1,2006,6997.5,1,2004,6,,,,2006,6730,0
,,,,,23586,,,1,2005,26380,1,2004,6,,,,2005,20610,0
,,,,,23586,,,1,2005,22760,1,2004,6,,,,2005,11990,0
,,,,,23586,,,1,2005,15620,1,2004,6,,,,2005,11990,0
,,,,,22491,,,1,2008,15756,1,2003,6,,,,2008,12100,0
,,,,,22491,,,1,2006,8730,1,2003,6,,,,2006,6850,0
,,,,,22491,,,1,2006,10410,1,2003,6,,,,2006,8460,0
,,,,,22491,,,1,2006,14850,1,2003,6,,,,2006,12700,0
,,,,,22491,,,1,2006,3460,1,2003,6,,,,2006,2250,0
,,,,,22491,,,1,2006,1460,1,2003,6,,,,2006,1840,0
,,,,,77076,,,1,2009,14347.5,1,2004,6,,,,2009,10590,0
,,,,,25677,,,1,2007,1371.666667,1,2004,6,,,,2007,890,0
,,,,,23582,,,1,2006,4580,1,2004,6,,,,2006,3160,0
,,,,,23582,,,1,2006,990,1,2004,6,,,,2006,280,0
,,,,,23582,,,1,2006,5760,1,2004,6,,,,2006,2090,0
,,,,,23582,,,1,2006,990,1,2004,6,,,,2006,2440,0
,,,,,23582,,,1,2008,1608.333333,1,2004,6,,,,2008,790,0
,,,,,25662,,,1,2011,2886.666667,1,2004,6,,,,2011,930,0
,,,,,25662,,,1,2008,4041.666667,1,2004,6,,,,2008,3210,0
,,,,,25657,,,1,2006,2140,1,2004,6,,,,2006,1620,0
,,,,,25677,,,1,2008,751.6666667,1,2004,6,,,,2008,540,0
,,,,,25677,,,1,2008,5665,1,2004,6,,,,2008,3760,0
,,,,,25677,,,1,2007,935.8333333,1,2004,6,,,,2007,630,0
,,,,,77076,,,1,2009,72597.5,1,2004,6,,,,2009,64620,0
,,,,,77076,,,1,2009,83275,1,2004,6,,,,2009,72930,0
,,,,,23830,,,1,2007,37818,1,2004,6,,,,2007,32090,0
,,,,,23830,,,1,2007,55466,1,2004,6,,,,2007,51190,0
,,,,,77129,,,1,2006,37760,1,2004,6,,,,2006,25840,0
,,,,,77129,,,1,2006,29720,1,2004,6,,,,2006,20450,0
,,,,,76480,,,1,2006,18720,1,2004,6,,,,2006,15720,0
,,,,,76480,,,1,2006,19820,1,2004,6,,,,2006,15720,0
,,,,,76480,,,1,2006,16840,1,2004,6,,,,2006,9760,0
,,,,,76480,,,1,2006,13720,1,2004,6,,,,2006,9760,0
,,,,,23825,,,1,2006,23980,1,2004,6,,,,2006,20590,0
,,,,,25695,,,1,2006,23920,1,2004,6,,,,2006,19320,0
,,,,,77129,,,1,2006,14500,1,2004,6,,,,2006,11030,0
,,,,,18239,,,1,2007,14348.5,1,2004,6,,,,2007,15180,0
,,,,,25677,,,1,2006,7830,1,2004,6,,,,2006,7580,0
,,,,,25695,,,1,2006,5390,1,2004,6,,,,2006,1840,0
,,,,,25698,,,1,2008,8846.666667,1,2004,6,,,,2008,7690,0
,,,,,25698,,,1,2008,17421.66667,1,2004,6,,,,2008,14660,0
,,,,,77076,,,1,2009,16835,1,2004,6,,,,2009,12050,0
,,,,,21075,,,1,2008,4821,1,2005,6,,,,2008,3060,0
,,,,,21583,,,1,2006,41340,1,2005,6,,,,2006,41370,0
,,,,,23735,,,1,2006,22730,1,2005,6,,,,2006,21950,0
,,,,,23735,,,1,2006,20800,1,2005,6,,,,2006,18810,0
,,,,,25499,,,1,2009,71752.5,1,2005,6,,,,2009,65990,0
,,,,,75691,,,1,2006,8870,1,2006,6,,,,2006,7150,0
,,,,,24598,,,1,2011,3702,1,2002,6,,,,2011,2800,0
,,,,,76375,,,1,2010,9208,1,2003,6,,,,2010,7820,0
,,,,,76375,,,1,2010,9448,1,2003,6,,,,2010,8050,0
,,,,,76375,,,1,2010,9565.5,1,2003,6,,,,2010,8230,0
,,,,,76375,,,1,2010,8579.5,1,2003,6,,,,2010,6640,0
,,,,,23914,,,1,2007,3580,1,2003,6,,,,2007,2960,0
,,,,,24597,,,1,2007,6650,1,2003,6,,,,2007,3880,0
,,,,,24597,,,1,2007,8620,1,2003,6,,,,2007,5970,0
,,,,,75861,,,1,2008,1197.5,1,2003,6,,,,2008,1060,0
,,,,,25325,,,1,2007,41440,1,2003,6,,,,2007,39200,0
,,,,,76441,,,1,2008,21869,1,2004,6,,,,2008,19420,0
,,,,,76267,,,1,2008,16875,1,2004,6,,,,2008,12970,0
,,,,,21616,,,1,2007,37960,1,2005,6,,,,2007,31230,0
,,,,,21616,,,1,2007,37930,1,2005,6,,,,2007,32090,0
,,,,,23832,,,1,2007,14380,1,2005,6,,,,2007,13900,0
,,,,,18604,,,1,2009,7151.666667,1,2005,6,,,,2009,4620,0
,,,,,18630,,,1,2008,11083.33333,1,2005,6,,,,2008,8200,0
,,,,,18630,,,1,2008,13091.66667,1,2005,6,,,,2008,10080,0
,,,,,77877,,,1,2008,793.3333333,1,2005,6,,,,2008,790,0
,,,,,77877,,,1,2008,975,1,2005,6,,,,2008,900,0
,,,,,77877,,,1,2008,1710.833333,1,2005,6,,,,2008,1610,0
,,,,,25676,,,1,2009,1233.333333,1,2005,6,,,,2009,560,0
,,,,,23577,,,1,2010,3620,1,2005,6,,,,2010,3650,0
,,,,,23577,,,1,2010,5812.5,1,2005,6,,,,2010,5090,0
,,,,,23577,,,1,2010,8787.5,1,2005,6,,,,2010,8150,0
,,,,,24691,,,1,2009,31816.66667,1,2005,6,,,,2009,36860,0
,,,,,18296,,,1,2010,30520,1,2005,6,,,,2010,22230,0
,,,,,25700,,,1,2009,13800,1,2005,6,,,,2009,18170,0
,,,,,25700,,,1,2009,7831.666667,1,2005,6,,,,2009,6200,0
,,,,,25700,,,1,2009,10878.33333,1,2005,6,,,,2009,7780,0
,,,,,25700,,,1,2009,7146.666667,1,2005,6,,,,2009,4390,0
,,,,,25700,,,1,2009,17431.66667,1,2005,6,,,,2009,10790,0
,,,,,25700,,,1,2009,11191.66667,1,2005,6,,,,2009,8490,0
,,,,,25700,,,1,2009,5355,1,2005,6,,,,2009,4670,0
,,,,,25661,,,1,2010,31880,1,2005,6,,,,2010,22420,0
,,,,,25700,,,1,2009,11910,1,2005,6,,,,2009,9770,0
,,,,,23577,,,1,2010,11812.5,1,2005,6,,,,2010,10220,0
,,,,,78044,,,1,2009,3152,1,2005,6,,,,2009,3130,0
,,,,,25676,,,1,2009,2453.333333,1,2005,6,,,,2009,2020,0
,,,,,25661,,,1,2010,5082.5,1,2005,6,,,,2010,4560,0
,,,,,80065,,,1,2008,29708.33333,1,2006,6,,,,2008,30680,0
,,,,,25668,,,1,2009,8951.666667,1,2006,6,,,,2009,6760,0
,,,,,25668,,,1,2009,11935,1,2006,6,,,,2009,7150,0
,,,,,25668,,,1,2009,9851.666667,1,2006,6,,,,2009,5400,0
,,,,,75408,,,1,2008,2256.666667,1,2006,6,,,,2008,2050,0
,,,,,75408,,,1,2008,5364.166667,1,2006,6,,,,2008,4680,0
,,,,,75408,,,1,2008,6436.666667,1,2006,6,,,,2008,5440,0
,,,,,23737,,,1,2007,14440,1,2006,6,,,,2007,15440,0
,,,,,23737,,,1,2007,12030,1,2006,6,,,,2007,14950,0
,,,,,25681,,,1,2009,4923.333333,1,2006,6,,,,2009,4070,0
,,,,,25681,,,1,2009,3670,1,2006,6,,,,2009,1600,0
,,,,,25681,,,1,2009,1863.333333,1,2006,6,,,,2009,1290,0
,,,,,25681,,,1,2009,4028.333333,1,2006,6,,,,2009,3280,0
,,,,,25681,,,1,2009,5388.333333,1,2006,6,,,,2009,3500,0
,,,,,25679,,,1,2008,9609.166667,1,2006,6,,,,2008,4530,0
,,,,,81359,,,1,2007,124260,1,2006,6,,,,2007,124000,0
,,,,,79951,,,1,2010,133990,1,2006,6,,,,2010,117930,0
,,,,,79951,,,1,2010,125456.5,1,2006,6,,,,2010,110880,0
,,,,,79951,,,1,2010,97148,1,2006,6,,,,2010,71800,0
,,,,,79951,,,1,2010,99276.5,1,2006,6,,,,2010,93360,0
,,,,,79951,,,1,2010,132958,1,2006,6,,,,2010,122640,0
,,,,,80931,,,1,2009,171196.6667,1,2006,6,,,,2009,172000,0
,,,,,23737,,,1,2007,16380,1,2006,6,,,,2007,17280,0
,,,,,79951,,,1,2010,28627.5,1,2006,6,,,,2010,24740,0
,,,,,79951,,,1,2010,31283,1,2006,6,,,,2010,29950,0
,,,,,79951,,,1,2010,36581,1,2006,6,,,,2010,28200,0
,,,,,25679,,,1,2007,7780,1,2006,6,,,,2007,4080,0
,,,,,25679,,,1,2008,7435,1,2006,6,,,,2008,3170,0
,,,,,25679,,,1,2007,2350,1,2006,6,,,,2007,5440,0
,,,,,25679,,,1,2007,1220,1,2006,6,,,,2007,1400,0
,,,,,82154,,,1,2009,12300,1,2007,6,,,,2009,10980,0
,,,,,82154,,,1,2009,15486,1,2007,6,,,,2009,10980,0
,,,,,82154,,,1,2009,9727,1,2007,6,,,,2009,9410,0
,,,,,82154,,,1,2009,10002,1,2007,6,,,,2009,9410,0
,,,,,76378,,,1,2009,26689,1,2003,6,,,,2009,23600,0
,,,,,76378,,,1,2009,28147,1,2003,6,,,,2009,23600,0
,,,,,23833,,,1,2009,15369,1,2005,6,,,,2009,12420,0
,,,,,77078,,,1,2010,132030,1,2005,6,,,,2010,116150,0
,,,,,23833,,,1,2009,12075,1,2005,6,,,,2009,10760,0
,,,,,77895,,,1,2009,12392.5,1,2005,6,,,,2009,9410,0
,,,,,77037,,,1,2010,32753.33333,1,2006,6,,,,2010,25090,0
,,,,,77037,,,1,2010,31776.66667,1,2006,6,,,,2010,25530,0
,,,,,77037,,,1,2010,41935,1,2006,6,,,,2010,37920,0
,,,,,77273,,,1,2010,7500,1,2006,6,,,,2010,6180,0
,,,,,77273,,,1,2010,14033.33333,1,2006,6,,,,2010,12000,0
,,,,,77273,,,1,2010,5596.666667,1,2006,6,,,,2010,4720,0
,,,,,25654,,,1,2009,6722.5,1,2006,6,,,,2009,5350,0
,,,,,25654,,,1,2009,8444.166667,1,2006,6,,,,2009,5350,0
,,,,,25654,,,1,2009,6550.833333,1,2006,6,,,,2009,5350,0
,,,,,18629,,,1,2010,5900,1,2006,6,,,,2010,4140,0
,,,,,18629,,,1,2010,6711.666667,1,2006,6,,,,2010,4760,0
,,,,,77284,,,1,2008,7300,1,2006,6,,,,2008,5450,0
,,,,,77284,,,1,2008,9810,1,2006,6,,,,2008,7120,0
,,,,,80176,,,1,2008,5420,1,2006,6,,,,2008,4320,0
,,,,,80176,,,1,2008,8600,1,2006,6,,,,2008,7680,0
,,,,,18629,,,1,2009,4638.333333,1,2006,6,,,,2009,3500,0
,,,,,18629,,,1,2009,5188.333333,1,2006,6,,,,2009,4060,0
,,,,,25672,,,1,2009,4553.333333,1,2006,6,,,,2009,2850,0
,,,,,25672,,,1,2009,3985,1,2006,6,,,,2009,2860,0
,,,,,25672,,,1,2009,5850.833333,1,2006,6,,,,2009,3760,0
,,,,,25672,,,1,2009,4265.833333,1,2006,6,,,,2009,3050,0
,,,,,25672,,,1,2009,4465,1,2006,6,,,,2009,3000,0
,,,,,77284,,,1,2009,6646.666667,1,2006,6,,,,2009,5380,0
,,,,,77284,,,1,2009,6372.5,1,2006,6,,,,2009,5240,0
,,,,,77284,,,1,2009,7970,1,2006,6,,,,2009,6470,0
,,,,,77284,,,1,2009,6545,1,2006,6,,,,2009,4960,0
,,,,,77284,,,1,2009,6675,1,2006,6,,,,2009,4960,0
,,,,,78483,,,1,2010,30523.33333,1,2006,6,,,,2010,23210,0
,,,,,78483,,,1,2010,29675,1,2006,6,,,,2010,22600,0
,,,,,78483,,,1,2010,28700,1,2006,6,,,,2010,22200,0
,,,,,25663,,,1,2010,6638.333333,1,2006,6,,,,2010,5420,0
,,,,,25663,,,1,2008,8170,1,2006,6,,,,2008,7110,0
,,,,,25663,,,1,2008,6080,1,2006,6,,,,2008,4730,0
,,,,,25663,,,1,2008,9290,1,2006,6,,,,2008,7780,0
,,,,,77308,,,1,2008,2540,1,2006,6,,,,2008,2140,0
,,,,,25666,,,1,2009,4728.333333,1,2006,6,,,,2009,3130,0
,,,,,25666,,,1,2009,3342.5,1,2006,6,,,,2009,2250,0
,,,,,25666,,,1,2009,3010.833333,1,2006,6,,,,2009,2230,0
,,,,,25673,,,1,2009,2834.166667,1,2006,6,,,,2009,2250,0
,,,,,25673,,,1,2009,2607.5,1,2006,6,,,,2009,2480,0
,,,,,25673,,,1,2009,1467.5,1,2006,6,,,,2009,1000,0
,,,,,25673,,,1,2009,1093.333333,1,2006,6,,,,2009,870,0
,,,,,25654,,,1,2009,7600,1,2006,6,,,,2009,1170,0
,,,,,25654,,,1,2009,1361.666667,1,2006,6,,,,2009,1170,0
,,,,,25654,,,1,2009,2265.833333,1,2006,6,,,,2009,2230,0
,,,,,25654,,,1,2009,4429.166667,1,2006,6,,,,2009,3280,0
,,,,,25654,,,1,2009,2814.166667,1,2006,6,,,,2009,2900,0
,,,,,25654,,,1,2009,4082.5,1,2006,6,,,,2009,3660,0
,,,,,25654,,,1,2009,3358.333333,1,2006,6,,,,2009,2590,0
,,,,,25654,,,1,2009,3264.166667,1,2006,6,,,,2009,2590,0
,,,,,25654,,,1,2009,3409.166667,1,2006,6,,,,2009,2590,0
,,,,,80181,,,1,2010,4288.333333,1,2006,6,,,,2010,4050,0
,,,,,80181,,,1,2010,4703.333333,1,2006,6,,,,2010,3540,0
,,,,,18629,,,1,2010,2108.333333,1,2006,6,,,,2010,1810,0
,,,,,18629,,,1,2010,5735,1,2006,6,,,,2010,5330,0
,,,,,18629,,,1,2010,5586.666667,1,2006,6,,,,2010,4610,0
,,,,,25663,,,1,2008,1320,1,2006,6,,,,2008,1150,0
,,,,,25663,,,1,2008,4010,1,2006,6,,,,2008,3470,0
,,,,,25663,,,1,2008,4010,1,2006,6,,,,2008,3340,0
,,,,,25378,,,1,2011,3605,1,2006,6,,,,2011,2870,0
,,,,,80102,,,1,2009,45197.5,1,2006,6,,,,2009,41610,0
,,,,,80102,,,1,2009,69563.5,1,2006,6,,,,2009,66090,0
,,,,,80102,,,1,2009,59566.5,1,2006,6,,,,2009,57390,0
,,,,,80102,,,1,2009,69887,1,2006,6,,,,2009,66090,0
,,,,,80102,,,1,2008,52620,1,2006,6,,,,2008,66440,0
,,,,,80619,,,1,2010,149472,1,2006,6,,,,2010,143380,0
,,,,,80619,,,1,2010,144218,1,2006,6,,,,2010,138700,0
,,,,,80619,,,1,2010,136864,1,2006,6,,,,2010,129240,0
,,,,,80619,,,1,2010,127975,1,2006,6,,,,2010,125000,0
,,,,,77037,,,1,2010,47860,1,2006,6,,,,2010,44060,0
,,,,,77037,,,1,2010,52173.33333,1,2006,6,,,,2010,48950,0
,,,,,77117,,,1,2009,87314,1,2006,6,,,,2009,77060,0
,,,,,80102,,,1,2009,32494,1,2006,6,,,,2009,24350,0
,,,,,80102,,,1,2009,41824,1,2006,6,,,,2009,31780,0
,,,,,80102,,,1,2009,41941.5,1,2006,6,,,,2009,41160,0
,,,,,25672,,,1,2009,5682.5,1,2006,6,,,,2009,4480,0
,,,,,25672,,,1,2009,11955,1,2006,6,,,,2009,8890,0
,,,,,25672,,,1,2009,10268.33333,1,2006,6,,,,2009,8160,0
,,,,,77284,,,1,2009,7080.833333,1,2006,6,,,,2009,5590,0
,,,,,20981,,,1,2008,13320,1,2006,6,,,,2008,7910,0
,,,,,25663,,,1,2008,3120,1,2006,6,,,,2008,2630,0
,,,,,25663,,,1,2008,3720,1,2006,6,,,,2008,2920,0
,,,,,25663,,,1,2008,7030,1,2006,6,,,,2008,6990,0
,,,,,25663,,,1,2008,10920,1,2006,6,,,,2008,10930,0
,,,,,25663,,,1,2008,20680,1,2006,6,,,,2008,17970,0
,,,,,80168,,,1,2008,10130,1,2006,6,,,,2008,7900,0
,,,,,80168,,,1,2008,9890,1,2006,6,,,,2008,8440,0
,,,,,80168,,,1,2008,10600,1,2006,6,,,,2008,9840,0
,,,,,80791,,,1,2008,19060,1,2006,6,,,,2008,18020,0
,,,,,80791,,,1,2008,17940,1,2006,6,,,,2008,17100,0
,,,,,80791,,,1,2008,15980,1,2006,6,,,,2008,12850,0
,,,,,25378,,,1,2006,7695,1,2006,6,,,,2006,7690,0
,,,,,80181,,,1,2010,4273.333333,1,2006,6,,,,2010,4050,0
,,,,,80181,,,1,2010,7648.333333,1,2006,6,,,,2010,6140,0
,,,,,80181,,,1,2010,4368.333333,1,2006,6,,,,2010,3540,0
,,,,,80181,,,1,2010,5406.666667,1,2006,6,,,,2010,4440,0
,,,,,25378,,,1,2006,3443.333333,1,2006,6,,,,2006,3440,0
,,,,,25378,,,1,2006,5450,1,2006,6,,,,2006,5450,0
,,,,,25378,,,1,2006,12971.66667,1,2006,6,,,,2006,5450,0
,,,,,25378,,,1,2006,7553.333333,1,2006,6,,,,2006,7560,0
,,,,,25438,,,1,2008,5330,1,2007,6,,,,2008,4420,0
,,,,,25438,,,1,2008,2700,1,2007,6,,,,2008,2500,0
,,,,,25438,,,1,2008,1940,1,2007,6,,,,2008,1510,0
,,,,,81797,,,1,2009,23324.5,1,2007,6,,,,2009,14700,0
,,,,,81797,,,1,2009,24535,1,2007,6,,,,2009,14700,0
,,,,,13624,,,1,2010,635,1,2008,6,,,,2010,580,0
,,,,,16514,,,1,2010,53307.5,1,2003,6,,,,2010,56050,0
,,,,,16514,,,1,2010,82887,1,2003,6,,,,2010,78590,0
,,,,,16514,,,1,2010,38235.5,1,2003,6,,,,2010,29250,0
,,,,,79014,,,1,2009,17380,1,2005,6,,,,2009,16020,0
,,,,,79014,,,1,2009,17300,1,2005,6,,,,2009,16910,0
,,,,,79016,,,1,2009,35950,1,2005,6,,,,2009,29010,0
,,,,,79016,,,1,2009,35740,1,2005,6,,,,2009,29010,0
,,,,,79016,,,1,2009,33260,1,2005,6,,,,2009,29010,0
,,,,,77348,,,1,2008,7398.333333,1,2006,6,,,,2008,6860,0
,,,,,77348,,,1,2008,7440,1,2006,6,,,,2008,6570,0
,,,,,77348,,,1,2008,7325,1,2006,6,,,,2008,6570,0
,,,,,20233,,,1,2009,12920,1,2006,6,,,,2009,8420,0
,,,,,25207,,,1,2009,12640,1,2006,6,,,,2009,10760,0
,,,,,25207,,,1,2009,12010,1,2006,6,,,,2009,11610,0
,,,,,25207,,,1,2009,12550,1,2006,6,,,,2009,11380,0
,,,,,80177,,,1,2009,7830,1,2006,6,,,,2009,5930,0
,,,,,25683,,,1,2010,8286.666667,1,2006,6,,,,2010,7620,0
,,,,,25683,,,1,2010,10905,1,2006,6,,,,2010,9960,0
,,,,,80179,,,1,2009,3180,1,2006,6,,,,2009,3040,0
,,,,,80179,,,1,2009,5320,1,2006,6,,,,2009,6040,0
,,,,,80175,,,1,2009,2300,1,2006,6,,,,2009,2530,0
,,,,,80175,,,1,2009,1480,1,2006,6,,,,2009,1060,0
,,,,,80175,,,1,2009,2180,1,2006,6,,,,2009,1600,0
,,,,,80171,,,1,2009,590,1,2006,6,,,,2009,840,0
,,,,,80171,,,1,2009,600,1,2006,6,,,,2009,540,0
,,,,,80179,,,1,2009,1200,1,2006,6,,,,2009,1230,0
,,,,,80183,,,1,2010,2900,1,2006,6,,,,2010,3280,0
,,,,,23588,,,1,2010,1304.166667,1,2006,6,,,,2010,920,0
,,,,,79944,,,1,2010,43894,1,2006,6,,,,2010,39930,0
,,,,,79944,,,1,2010,54822.5,1,2006,6,,,,2010,41890,0
,,,,,79944,,,1,2010,47842.5,1,2006,6,,,,2010,5160,0
,,,,,79489,,,1,2009,11690,1,2006,6,,,,2009,9240,0
,,,,,79489,,,1,2009,9940,1,2006,6,,,,2009,9800,0
,,,,,80177,,,1,2009,8800,1,2006,6,,,,2009,6620,0
,,,,,79449,,,1,2010,7580.833333,1,2006,6,,,,2010,6650,0
,,,,,79449,,,1,2010,6724.166667,1,2006,6,,,,2010,7540,0
,,,,,79449,,,1,2010,9016.666667,1,2006,6,,,,2010,10460,0
,,,,,79449,,,1,2010,6999.166667,1,2006,6,,,,2010,3950,0
,,,,,79449,,,1,2010,10197.5,1,2006,6,,,,2010,7410,0
,,,,,79449,,,1,2010,2917.5,1,2006,6,,,,2010,3140,0
,,,,,79449,,,1,2010,8416.666667,1,2006,6,,,,2010,10960,0
,,,,,79449,,,1,2010,5715.833333,1,2006,6,,,,2010,8680,0
,,,,,79449,,,1,2010,4103.333333,1,2006,6,,,,2010,3190,0
,,,,,79449,,,1,2010,5310,1,2006,6,,,,2010,4770,0
,,,,,79449,,,1,2010,10302.5,1,2006,6,,,,2010,7870,0
,,,,,25683,,,1,2010,10385,1,2006,6,,,,2010,7970,0
,,,,,25683,,,1,2010,12499.16667,1,2006,6,,,,2010,13460,0
,,,,,80169,,,1,2008,25085.83333,1,2006,6,,,,2008,24350,0
