Country,Location,Project,Section,Accuracy1,AMCAccuracy1,Zero,Main1,AMain1,Count1,ACount1,Yforecast,Yestimate,Yconstruct,Ytarget1,Yopen,Mopen,Ycount1
UK,A11,Roudham Heath - Attleborough,Existing stretches total,0.48,0.28,,43100,49950,63800,63800,1991,,,1996,2003,3,2004
UK,A11,Roudham Heath - Attleborough,New project total,0.55,0.34,,18200,21000,28200,28200,1991,,,1996,2003,3,2004
UK,A11,Roudham Heath - Attleborough,New network total,0.50,0.30,,61300,70950,92000,92000,1991,,,1996,2003,3,2004
UK,A1,Ferrybridge to Hook Moor,A1 J40-41,0.05,0.05,,53950,53950,56424,56424,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 J41-42,-0.11,-0.11,,58447,58447,51912,51912,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 S of M1,-0.25,-0.25,,63469,63469,47755,47755,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 S of Darrington,-0.14,-0.14,,73244,73244,63314,63314,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 S of M62,-0.25,-0.25,,14794,14794,11164,11164,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 between A645 & A162,-0.61,-0.61,,32300,32300,12695,12695,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,A1 between A162 & A63,-0.19,-0.19,,9734,9734,7920,7920,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M62 J32-J32a,-0.06,-0.06,,76787,76787,72450,72450,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M62 J32a-J33,0.10,0.10,,54493,54493,59861,59861,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M62 J33-J34,0.24,0.24,,44763,44763,55724,55724,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M63 between A1 & A656,-0.35,-0.35,,19262,19262,12586,12586,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M63 E of A1 (W of new A1M),0.42,0.42,,8210,8210,11620,11620,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,M63 E of A1 (E of new A1M),0.41,0.41,,8858,8858,12481,12481,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,Existing stretches total,-0.07,-0.07,,342445,342445,319815,319815,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,New project total,-0.11,-0.11,,175866,175866,156091,156091,1992,,2003,2007,2006,1,2007
UK,A1,Ferrybridge to Hook Moor,New network total,-0.08,-0.08,,518311,518311,475906,475906,1992,,2003,2007,2006,1,2007
UK,A1,Willowburn - Denwick,A1,0.13,0.13,,,,,,,,2001,,2003,3,
UK,A1,Willowburn - Denwick,North of A1,0.52,0.52,,,,,,,,2001,,2003,3,
UK,A1,Willowburn - Denwick,South of A1,0.27,0.27,,,,,,,,2001,,2003,3,
UK,A1,Willowburn - Denwick,Existing stretches total,0.36,0.36,,,,,,,,2001,,2003,3,
UK,A1,Willowburn - Denwick,New project total,0.13,0.13,,,,,,,,2001,,2003,3,
UK,A1,Willowburn - Denwick,New network total,0.25,0.25,,,,,,,,2001,,2003,3,
UK,A1,Wetherby - Walshford,A1 North of J46,-0.04,-0.04,,76800,76800,73800,73800,2001,,2003,2006,2005,8,2006
UK,A1,Wetherby - Walshford,A1 South of J46,-0.02,-0.02,,77300,77300,75900,75900,2001,,2003,2006,2005,8,2006
UK,A1,Wetherby - Walshford,A1 South of J46,12.46,12.46,,260,260,3500,3500,2001,,2003,2006,2005,8,2006
UK,A1,Wetherby - Walshford,Existing stretches total,12.46,12.46,,260,260,3500,3500,2001,,2003,2006,2005,8,2006
UK,A1,Wetherby - Walshford,New project total,-0.03,-0.03,,154100,154100,149700,149700,2001,,2003,2006,2005,8,2006
UK,A1,Wetherby - Walshford,New network total,-0.01,-0.01,,154360,154360,153200,153200,2001,,2003,2006,2005,8,2006
UK,A2,Bean - Cobham,A2 Pepperhill,-0.07,-0.07,,133081,133081,124141,124141,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,A2 Bean,-0.03,-0.03,,121457,121457,117914,117914,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,A2 E of M25,0.00,0.00,,121196,121196,121785,121785,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,A2 Marley Cross,0.04,0.04,,102822,102822,107047,107047,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,M25 J2-3,0.05,0.05,,119672,119672,126006,126006,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,A282 N of A296,-0.06,-0.06,,141894,141894,133940,133940,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,M20 J1-2,0.04,0.04,,53814,53814,55965,55965,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,Existing stretches total,0.01,0.01,,539398,539398,544743,544743,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,New project total,-0.05,-0.05,,254538,254538,242055,242055,2001,,2003,2006,2005,3,2006
UK,A2,Bean - Cobham,New network total,-0.01,-0.01,,793936,793936,786798,786798,2001,,2003,2006,2005,3,2006
UK,A5,Nesscliffe Bypass,Nesscliffe Bypass,0.22,0.11,,16000,17495,19500,19500,1994,,2001,1998,2003,3,2004
UK,A5,Nesscliffe Bypass,Old A5,0.13,0.03,,1100,1203,1240,1240,1994,,2001,1998,2003,3,2004
UK,A5,Nesscliffe Bypass,Existing stretches total,0.13,0.03,,1100,1203,1240,1240,1994,,2001,1998,2003,3,2004
UK,A5,Nesscliffe Bypass,New project total,0.22,0.11,,16000,17495,19500,19500,1994,,2001,1998,2003,3,2004
UK,A5,Nesscliffe Bypass,New network total,0.21,0.11,,17100,18698,20740,20740,1994,,2001,1998,2003,3,2004
UK,A10,"Wadesmill, High Cross and Colliers End Bypass",A10 bypass,-0.06,-0.06,,25000,25000,23500,23500,1991,1994,2002,2005,2004,8,2005
UK,A10,"Wadesmill, High Cross and Colliers End Bypass",Old A10,0.16,0.16,,3350,3350,3900,3900,1991,1994,2002,2005,2004,8,2005
UK,A10,"Wadesmill, High Cross and Colliers End Bypass",Existing stretches total,0.16,0.16,,3350,3350,3900,3900,1991,1994,2002,2005,2004,8,2005
UK,A10,"Wadesmill, High Cross and Colliers End Bypass",New project total,-0.06,-0.06,,25000,25000,23500,23500,1991,1994,2002,2005,2004,8,2005
UK,A10,"Wadesmill, High Cross and Colliers End Bypass",New network total,-0.03,-0.03,,28350,28350,27400,27400,1991,1994,2002,2005,2004,8,2005
UK,A11,Attleborough Bypass,A11 Between B1077 & B1077 (Besthorpe),0.06,0.06,,24900,25274,26500,26898,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,A11 Attleborough Bypass (West of B1077),0.05,0.05,,24000,24360,25300,25680,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,A11 Hargham,0.14,0.14,,25700,26086,29400,29841,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Norwich Rd (A11 on slip – Attleborough),-0.19,-0.19,,2700,2741,2200,2233,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Norwich Road (A11 off slip – Mill Lane),-0.17,-0.17,,9300,9440,7700,7816,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Deopham Road (Nth of A11 on slip),-0.01,-0.01,,680,690,670,680,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Ellingham Rd (Deopham Rd – Warrens Lane),-0.18,-0.18,,8200,8323,6700,6801,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Queens Rd (A11 off slip – Queens Court),-0.18,-0.18,,8400,8526,6900,7004,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Station Rd (Connaught Rd – New North Rd),-0.28,-0.28,,11400,11571,8200,8323,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,"West Carr Rd (East of Long St), Sth of Walnut Tree Farm",-0.38,-0.38,,370,376,230,233,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,"Wroo Rd, (Swangey Lane – A11)",-0.15,-0.15,,1300,1320,1100,1117,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,"B1077 London Road (East of A11, West of Fen St)",0.25,0.25,,3600,3654,4500,4568,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,Existing stretches total,-0.17,-0.17,,45950,46639,38200,38773,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,New project total,0.09,0.09,,74600,75719,81200,82418,2004,,2005,2007,2007,2,2007
UK,A11,Attleborough Bypass,New network total,-0.01,-0.01,,120550,122358,119400,121191,2004,,2005,2007,2007,2,2007
UK,A14,Rookery Crossroads,A14,1.00,1.00,,,,,,,,2004,,2006,3,
UK,A14,Rookery Crossroads,Site 4,0.35,0.35,,1840,1840,2480,2480,,,2004,2007,2006,3,2007
UK,A14,Rookery Crossroads,Site 5,0.28,0.28,,1560,1560,2000,2000,,,2004,2007,2006,3,2007
UK,A14,Rookery Crossroads,Site 6,0.01,0.01,,1820,1820,1840,1840,,,2004,2007,2006,3,2007
UK,A14,Rookery Crossroads,Existing stretches total,0.21,0.21,,5220,5220,6320,6320,,,2004,2007,2006,3,2007
UK,A14,Rookery Crossroads,New project total,1.00,1.00,,,,,,,,2004,2007,2006,3,2007
UK,A14,Rookery Crossroads,New network total,0.90,0.90,,,,,,,,2004,2007,2006,3,2007
UK,A21,Lamberhurst Bypass,A21 Lamberhurst Bypass,0.04,0.04,,16400,16400,17100,17100,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,A21 Lamberhurst Quarter (NW of bypass),-0.05,-0.05,,24450,24450,23300,23300,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,old A21 south of Lamberhurst (Spray Hill),-0.84,-0.84,,3850,3850,600,600,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,old A21 Lamberhurst village centre / (B2100 + Spray Hill),-0.42,-0.42,,6750,6750,3900,3900,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,B2169 S of Lamberhurst (between B2100 & Spray Hill),-0.03,-0.03,,6000,6000,5800,5800,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,B2100 Lamberhurst south (S of old A21),0.18,0.18,,2800,2800,3300,3300,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,Existing stretches total,-0.30,-0.30,,19400,19400,13600,13600,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,New project total,-0.01,-0.01,,40850,40850,40400,40400,1998,,2004,2006,2005,3,2006
UK,A21,Lamberhurst Bypass,New network total,-0.10,-0.10,,60250,60250,54000,54000,1998,,2004,2006,2005,3,2006
UK,A27,Polegate Bypass,A27 Polegate Bypass,-0.14,-0.05,,32250,29058,27600,27600,1991,,2000,2010,2002,6,2003
UK,A27,Polegate Bypass,A22 Golden Jubilee Way,0.00,0.11,,26050,23472,26000,26000,1991,,2000,2010,2002,6,2003
UK,A27,Polegate Bypass,B2247 (Dittons Road),-0.07,0.03,,8300,7479,7700,7700,1991,,2000,2010,2002,6,2003
UK,A27,Polegate Bypass,Existing stretches total,-0.02,0.09,,34350,30950,33700,33700,1991,,2000,2010,2002,6,2003
UK,A27,Polegate Bypass,New project total,-0.14,-0.05,,32250,29058,27600,27600,1991,,2000,2010,2002,6,2003
UK,A27,Polegate Bypass,New network total,-0.08,0.02,,66600,60008,61300,61300,1991,,2000,2010,2002,6,2003
UK,A30,Merrymeet Bypass,A30 West of J,0.11,0.07,,23051,23397,25500,25123,2004,,2005,2006,2006,12,2008
UK,A30,Merrymeet Bypass,A30 East of J,0.15,0.12,,24657,25027,28400,27980,2004,,2005,2006,2006,12,2008
UK,A30,Merrymeet Bypass,New project total,0.13,0.10,,47708,48424,53900,53103,2004,,2005,2006,2006,12,2008
UK,A34,A34/M4 Chieveley Improvement,A34 main c'way under A4,0.30,0.30,,28300,28300,36900,36900,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Offslip NB from A34 to Priors Court Rd,-0.12,-0.12,,4100,4100,3600,3600,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Slip SB from Priors Court Rd,0.08,0.08,,3600,3600,3900,3900,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Offslip NB from A34 to J13 roundabout,-0.03,-0.03,,17600,17600,17000,17000,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Onslip SB to A34 from J13 roundabout,0.34,0.34,,12900,12900,17300,17300,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Onslip NB to A34 from J13 roundabout,-0.04,-0.04,,9700,9700,9300,9300,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Offslip SB from A34 to J13 roundabout,-0.06,-0.06,,9300,9300,8700,8700,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Onslip WB to M4 from J13 roundabout,-0.15,-0.15,,13800,13800,11700,11700,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Offslip EB from M4 to J13 roundabout,0.15,0.15,,11100,11100,12800,12800,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Offslip WB from M4 to J13 roundabout,-0.12,-0.12,,14500,14500,12800,12800,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Onslip EB to M4 from J13 roundabout,0.03,0.03,,12400,12400,12800,12800,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,Existing stretches total,0.30,0.30,,28300,28300,36900,36900,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,New project total,0.01,0.01,,109000,109000,109900,109900,1994,,2002,2005,2004,9,2005
UK,A34,A34/M4 Chieveley Improvement,New network total,0.07,0.07,,137300,137300,146800,146800,1994,,2002,2005,2004,9,2005
UK,A34,Newbury Bypass,A34 Bypass North of A4,0.64,0.64,,17855,17855,29333,29333,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,A34 Bypass South of A4,0.31,0.31,,24070,24070,31473,31473,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,A34 Bypass South of A343,0.54,0.54,,17733,17733,27391,27391,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,"A339 Donnington Link, north of Newbury",-0.07,-0.07,,18348,18348,17102,17102,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,"A339 Inner Ring Road, south of A4",0.09,0.09,,29635,29635,32412,32412,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,"A339 Tot Hill, south of Newbury",0.67,0.67,,4010,4010,6713,6713,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,Existing stretches total,0.08,0.08,,51993,51993,56227,56227,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,New project total,0.48,0.48,,59658,59658,88197,88197,1992,,1995,1999,1998,11,1999
UK,A34,Newbury Bypass,New network total,0.29,0.29,,111651,111651,144424,144424,1992,,1995,1999,1998,11,1999
UK,A41,Aston Clinton Bypass,A41 Bypass,-0.28,-0.28,,28400,26363,20400,18937,1995,,2001,2009,2003,10,2009
UK,A41,Aston Clinton Bypass,Former A41 through Aston Clinton,0.27,0.27,,9200,8540,11700,10861,1995,,2001,2009,2003,10,2009
UK,A41,Aston Clinton Bypass,Existing stretches total,0.27,0.27,,9200,8540,11700,10861,1995,,2001,2009,2003,10,2009
UK,A41,Aston Clinton Bypass,New project total,-0.28,-0.28,,28400,26363,20400,18937,1995,,2001,2009,2003,10,2009
UK,A41,Aston Clinton Bypass,New network total,-0.15,-0.15,,37600,34903,32100,29797,1995,,2001,2009,2003,10,2009
UK,A43,Silverstone Improvements,New Syresham BP,0.46,0.46,,23629,21934,34407,31939,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,New Silverstone BP,0.29,0.29,,27062,25121,34902,32398,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,A43 nr Cottisford,0.34,0.34,,25361,23542,34066,31622,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,"Old A43, Silverstone",-0.33,-0.33,,3368,3126,2247,2086,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,"Old A43, Syresham",0.18,0.18,,445,413,523,485,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,Existing stretches total,0.26,0.26,,29174,27081,36836,34193,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,New project total,0.37,0.37,,50691,47054,69309,64337,,,2000,2008,2002,9,2008
UK,A43,Silverstone Improvements,New network total,0.33,0.33,,79865,74136,106145,98530,,,2000,2008,2002,9,2008
UK,A46,Newark - Lincoln Improvements,A46 North,0.51,0.51,,16296,16296,24594,24594,1998,,2002,2004,2003,7,2004
UK,A46,Newark - Lincoln Improvements,A46 South,0.50,0.50,,18696,18696,28019,28019,1998,,2002,2004,2003,7,2004
UK,A46,Newark - Lincoln Improvements,New project total,0.50,0.50,,34992,34992,52613,52613,1998,,2002,2004,2003,7,2004
UK,A47,Thorney Bypass,A47 bypass West of B1040,0.30,0.30,,12920,12729,16800,16552,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,A47 bypass East of B1040,0.32,0.32,,11960,11783,15750,15517,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,B1167 West of B1040,-0.53,-0.53,,5010,4936,2360,2325,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,B1167 East of B1040 (near B1040 junction),-0.51,-0.51,,6010,5921,2970,2926,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,B1167 East of B1040 (near A47 Bypass junction),-0.83,-0.83,,3620,3567,620,611,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,Existing stretches total,-0.59,-0.59,,14640,14424,5950,5862,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,New project total,0.31,0.31,,24880,24512,32550,32069,2002,,2004,2007,2005,12,2007
UK,A47,Thorney Bypass,New network total,-0.03,-0.03,,39520,38936,38500,37931,2002,,2004,2007,2005,12,2007
UK,A63,Melton GSJ,A63 W of Welton,-0.14,-0.14,,46738,47439,40337,40942,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,A63 E of Melton,-0.17,-0.17,,54652,55472,45565,46248,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,South Lawn Way,-0.37,-0.37,,8238,8362,5182,5260,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Monks Way East,-0.58,-0.58,,6076,6167,2543,2581,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Link Road,-0.20,-0.20,,5002,5077,3984,4044,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Melton WB offslip,-0.45,-0.45,,2407,2443,1314,1334,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Melton WB onslip,-0.40,-0.40,,5230,5308,3137,3184,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Melton EB offslip,-0.40,-0.40,,4985,5060,2985,3030,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Melton EB onslip,-0.51,-0.51,,2697,2737,1312,1332,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Melton overbridge,-0.36,-0.36,,7725,7841,4910,4984,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,Existing stretches total,-0.40,-0.40,,42360,42995,25367,25748,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,New project total,-0.15,-0.15,,101390,102911,85902,87191,1998,,2004,2006,2006,10,2006
UK,A63,Melton GSJ,New network total,-0.23,-0.23,,143750,145906,111269,112938,1998,,2004,2006,2006,10,2006
UK,A66,Carkin Moor - Scotch Corner Improvement,"A66, East of Moor Road",0.05,0.00,,15200,15659,15900,15665,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,"A66, West of B6274",0.09,0.04,,15200,15659,16500,16256,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,"Moor Road, North of A66",0.15,0.10,,1300,1339,1500,1478,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,"Hargill, South of A66",0.23,0.17,,1550,1597,1900,1872,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,"B6274, South of A66",0.30,0.24,,1000,1030,1300,1281,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,Existing stretches total,0.22,0.17,,3850,3966,4700,4631,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,New project total,0.07,0.02,,30400,31319,32400,31921,,,2006,2006,2007,9,2009
UK,A66,Carkin Moor - Scotch Corner Improvement,New network total,0.08,0.04,,34250,35285,37100,36552,,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,A66 East of Lanehead Lane,0.05,0.00,,15200,15659,15900,15665,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,A66 West of Low Lane East,0.04,-0.01,,15200,15659,15800,15567,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,"Lanehead Lane, North of A66",0.00,-0.04,,400,412,400,394,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,"Low Lane East, South of A66",0.33,0.28,,750,773,1000,985,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,Existing stretches total,0.22,0.16,,1150,1185,1400,1379,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,New project total,0.04,0.00,,30400,31319,31700,31232,2003,,2006,2006,2007,9,2009
UK,A66,Greta Bridge - Stephen Bank Improvement,New network total,0.05,0.00,,31550,32504,33100,32611,2003,,2006,2006,2007,9,2009
UK,A249,Iwade Queenborough Improvement,A249 Iwade to Cowstead,-0.04,-0.04,,27500,27500,26500,26500,1997,2003,2004,2007,2006,7,2007
UK,A249,Iwade Queenborough Improvement,Local Access Road (old A249),0.06,0.06,,3100,3100,3300,3300,1997,2003,2004,2007,2006,7,2007
UK,A249,Iwade Queenborough Improvement,Existing stretches total,0.06,0.06,,3100,3100,3300,3300,1997,2003,2004,2007,2006,7,2007
UK,A249,Iwade Queenborough Improvement,New project total,-0.04,-0.04,,27500,27500,26500,26500,1997,2003,2004,2007,2006,7,2007
UK,A249,Iwade Queenborough Improvement,New network total,-0.03,-0.03,,30600,30600,29800,29800,1997,2003,2004,2007,2006,7,2007
UK,A419,Commonhead Junction,A419 N of Commonhead,0.00,0.00,,54150,54150,53933,53933,1999,,2005,2008,2007,3,2008
