ProjectID,County,GEOID2015
41-49-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-50-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-51-24316-STA-183/30-0.00/0.68/2.89/5.88/31.96,Stark,39151
41-52-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-53-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-54-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-55-24178-ATB-6/6DA/7/7/193-VAR,Ashtabula,39007
41-56-22666-HAN-235-20.39,Hancock,39063
41-57-X-ASD-511-14.94 (to 27.90),Ashland,39005
41-58-X-ASD-511-14.94 (to 27.90),Ashland,39005
41-59-X-ASD-511-14.94 (to 27.90),Ashland,39005
41-60-X-ASD-511-14.94 (to 27.90),Ashland,39005
41-61-24316-STA-183/30-0.00/0.68/2.89/5.88/31.96,Stark,39151
41-62-24316-STA-183/30-0.00/0.68/2.89/5.88/31.96,Stark,39151
41-63-23569-OTT-2-1.44,Ottawa,39123
41-64-22398-SAN-20-11.43,Sandusky,39143
41-65-22398-SAN-20-11.43,Sandusky,39143
41-66-23174-PAU-111-23.26,Paulding,39125
41-67-23174-PAU-111-23.26,Paulding,39125
41-68-23174-PAU-111-23.26,Paulding,39125
41-69-23174-PAU-111-23.26,Paulding,39125
41-70-22179-MAH-680-7.24,Mahoning,39099
41-71-22179-MAH-680-7.24,Mahoning,39099
41-72-22179-MAH-680-7.24,Mahoning,39099
41-73-23675-MAH-680-9.92,Mahoning,39099
41-74-23675-MAH-680-9.92,Mahoning,39099
41-75-21453-JEF-7-14.78,Jefferson,39081
41-76-21453-JEF-7-14.78,Jefferson,39081
41-77-21938-BUT-73-19.09,Butler,39017
41-78-21938-BUT-73-19.10,Butler,39017
41-79-22232-TRU-62-4.58,Trumbull,39155
41-80-22232-TRU-62-4.58,Trumbull,39155
41-81-22232-TRU-62-4.58,Trumbull,39155
41-82-24443-MOT-40-18.69,Montgomery,39113
41-83-75186-HAN-75-19.62,Hancock,39063
41-84-20996-TUS-77-7.55,Tuscarawas,39157
41-85-23366-LOR-0018-00.00,Lorain,39093
41-86-23366-LOR-0018-00.00,Lorain,39093
41-87-23366-LOR-0018-00.00,Lorain,39093
41-88-18311-MED-18-0.00,Medina,39103
41-89-18311-MED-18-0.00,Medina,39103
41-90-18311-MED-18-0.00,Medina,39103
41-91-23366-LOR-0018-00.00,Lorain,39093
41-92-23366-LOR-0018-00.00,Lorain,39093
41-93-23366-LOR-0018-00.00,Lorain,39093
41-94-24732-CAR-39-6.53,Carroll,39019
41-95-24732-CAR-43-22.72,Carroll,39019
41-96-24738-HOL-83-9.04,Holmes,39075
41-97-18311-MED-57-3.24,Medina,39103
41-98-18311-MED-94-5.53,Medina,39103
41-99-18311-MED-94-5.53,Medina,39103
41-100-18311-MED-94-5.53,Medina,39103
41-101-X-CLE-232-10.54,Clermont,39025
41-102-24732-CAR-542-0.00,Carroll,39019
41-103-24738-HOL-60-4.93,Holmes,39075
41-104-25154-MOT-675-2.99,Montgomery,39113
41-105-25154-MOT-675-2.99,Montgomery,39113
41-106--CUY-71-6.68,Cuyahoga,39035
41-107--CUY-71-6.68,Cuyahoga,39035
41-108--CUY-71-6.68,Cuyahoga,39035
41-109--CUY-71-6.68,Cuyahoga,39035
41-110-25159-MIA-75-3.74/4.90,Miami,39109
41-111-25159-MIA-75-3.74/4.90,Miami,39109
41-112-18311-MED-18-13.33,Medina,39103
41-113-23029-JEF-43-2.80,Jefferson,39081
41-114-23029-JEF-43-2.80,Jefferson,39081
41-115-75078-MOT-35-9.70,Montgomery,39113
41-116-24771-JEF-43-1.06,Jefferson,39081
41-117-24771-JEF-43-1.06,Jefferson,39081
41-118-75077-MOT-35-9.20,Montgomery,39113
41-119-77057-SAN-20-21.90-Signal-@-20/19,Sandusky,39143
41-120-77057-SAN-20-21.90-Signal-@-20/19,Sandusky,39143
41-121-18311-MED-57-3.24,Medina,39103
41-122-25369-CLE-48-3.98,Clermont,39025
41-123-77057-SAN-20-21.90-Signal-@-20/19,Sandusky,39143
41-124-20236-WAR-123-9.45,Warren,39165
41-125-20236-WAR-123-9.45,Warren,39165
41-126-77688-COL-45-0.900,Columbiana,39029
41-127-20236-WAR-123-9.45,Warren,39165
41-128-20236-WAR-123-9.45,Warren,39165
41-129-23586-RIC-0314-00.00,Richland,39139
41-130-23586-RIC-0314-00.00,Richland,39139
41-131-20424-DEL-23 HES,Delaware,39041
41-132-20424-DEL-23 HES,Delaware,39041
41-133-20424-DEL-23 HES,Delaware,39041
41-134-20424-DEL-23 HES,Delaware,39041
41-135-20424-DEL-23 HES,Delaware,39041
41-136-20424-DEL-23 HES,Delaware,39041
41-137-20424-DEL-23 HES,Delaware,39041
41-138-75395-CUY-14-11.35,Cuyahoga,39035
41-139-24794-NOB-77-4.08,Noble,39121
41-140-24794-NOB-77-4.08,Noble,39121
41-141-24794-NOB-77-4.08,Noble,39121
41-142-23823-CLA-70-25.11,Clark,39023
41-143-19971-GAL-7-30.50,Gallia,39053
41-144-19181-GEA-422-18.31,Geauga,39055
41-145-19468-TUS-250-5.21,Tuscarawas,39157
41-146-19580-TUS-250-2.22,Tuscarawas,39157
41-147-19580-TUS-250-2.22,Tuscarawas,39157
41-148-19580-TUS-250-2.22,Tuscarawas,39157
41-149-13500-UNI-42-1.47,Union,39159
41-150-22991-ALL-696-0.81,Allen,39003
41-151-25645-GAL-554-16.00,Gallia,39053
41-152-19855-TRU-87-2.25,Trumbull,39155
41-153-6080-MAH-80-0.97,Mahoning,39099
41-154-6080-MAH-80-0.97,Mahoning,39099
41-155-19932-POR-480-0.79,Portage,39133
41-156-18631-WAY-30/250-9.12/11.60,Wayne,39169
41-157-75104-MOT-48-045,Montgomery,39113
41-158-75104-MOT-48-045,Montgomery,39113
41-159-75104-MOT-48-045,Montgomery,39113
41-160-12776-LUC-2-11.68,Lucas,39095
41-161-23265-HAM-50-4.40,Hamilton,39061
41-162-20044-STA-62-24.18,Stark,39151
41-163-20044-STA-62-24.18,Stark,39151
41-164-20044-STA-62-24.18,Stark,39151
41-165-20044-STA-62-24.18,Stark,39151
41-166-23894-WAY-21-3.94 @ Edwards St.,Wayne,39169
41-167-23894-WAY-21-3.94 @ Edwards St.,Wayne,39169
41-168-23265-HAM-50-4.40,Hamilton,39061
41-169-22649-MRW-71-4.64,Morrow,39117
41-170-19503-JEF-7-4.61,Jefferson,39081
41-171-23717-JEF-7-31.02,Jefferson,39081
41-172-23104-LOR-58-7.36,Lorain,39093
41-173-23903-POR-225-0.00,Portage,39133
41-174-23903-POR-225-0.00,Portage,39133
41-175-23903-POR-225-0.00,Portage,39133
41-176-75182-MIA-571-11.69,Miami,39109
41-177-75182-MIA-571-11.69,Miami,39109
41-178-76265-BEL-149-23.91,Belmont,39013
41-179-22219-GEA-86-0.00,Geauga,39055
41-180-22219-GEA-86-0.00,Geauga,39055
41-181-9247-LAK-90-0.54,Lake,39085
41-182-22517-LUC-23-9.81R /LUC-75-10.90,Lucas,39095
41-183--CUY-271-13.45,Cuyahoga,39035
41-184-21029-CUY-271 CEDAR/BRAINARD,Cuyahoga,39035
41-185-25713-FRA-70-10.63,Franklin,39049
41-186-25713-FRA-70-10.63,Franklin,39049
41-187-25714-FRA-70-7.94,Franklin,39049
41-188-22474-SUM-76-10.76/10.85,Summit,39153
41-189-22484-MAH-680-4.14/6.28/6.37,Mahoning,39099
41-190-22484-MAH-680-4.14/6.28/6.37,Mahoning,39099
41-191-24441-MOT-75-6.16,Montgomery,39113
41-192-24441-MOT-75-6.16,Montgomery,39113
41-193-24441-MOT-75-6.16,Montgomery,39113
41-194-24441-MOT-75-6.16,Montgomery,39113
41-195-21581-BEL-70-19.17,Belmont,39013
41-196-21581-BEL-70-19.17,Belmont,39013
41-197-75764-LAW-52-15.41,Lawrence,39087
41-198-75764-LAW-52-15.41,Lawrence,39087
41-199-19503-JEF-7-4.61,Jefferson,39081
41-200--CUY-271-13.45,Cuyahoga,39035
41-201-22080-LOR-611-5.66,Lorain,39093
41-202-21145-CLE-125-7.14,Clermont,39025
41-203-9247-LAK-90-0.54,Lake,39085
41-204-21785-CUY-20-8.47,Cuyahoga,39035
41-205-14940-LAK-283-9.43,Lake,39085
41-206-16577-FRA-104-1.24,Franklin,39049
41-207-16577-FRA-104-1.24,Franklin,39049
41-208-16577-FRA-104-1.24,Franklin,39049
41-209-23030-CLA-40-15.86,Clark,39023
41-210-16577-FRA-104-1.24,Franklin,39049
41-211-75859-WAS-676-24.01,Washington,39167
41-212-23716-COL-11-21.08,Columbiana,39029
41-213-23587-ASD-0250-00.00,Ashland,39005
41-214-23576-RIC-0039-05.84,Richland,39139
41-215-10914-CLE-275-10.98,Clermont,39025
41-216-10914-CLE-275-10.98,Clermont,39025
41-217-10914-CLE-275-10.98,Clermont,39025
41-218-10914-CLE-275-10.98,Clermont,39025
41-219-18702-SUM-0077-08.86,Summit,39153
41-220-75869-MOT-75-14.36,Montgomery,39113
41-221-75869-MOT-75-14.36,Montgomery,39113
41-222-75869-MOT-75-14.36,Montgomery,39113
41-223-75869-MOT-75-14.36,Montgomery,39113
41-224-76674-LUC-75-7.83-Paint-Noisewalls,Lucas,39095
41-225-77326-SUM-8-IMS-Study-Howe-Ave.,Summit,39153
41-226-77326-SUM-8-IMS-Study-Howe-Ave.,Summit,39153
41-227-77326-SUM-8-IMS-Study-Howe-Ave.,Summit,39153
41-228-76968-LUC-475-11.38-Ovrly-Toledo-Brdg,Lucas,39095
41-229-24355-ASD-0250-12.61,Ashland,39005
41-230-24355-ASD-0250-12.61,Ashland,39005
41-231-76224-WAS-7-24.96-(Phases-3,Washington,39167
41-232-76224-WAS-7-24.96-(Phases-3,Washington,39167
41-233-76224-WAS-7-24.96-(Phases-3,Washington,39167
41-234-23584-WAY-0083-14.85,Wayne,39169
41-235-21509-CUY-20-9.37,Cuyahoga,39035
41-236-24355-ASD-0250-12.61,Ashland,39005
41-237-23586-LOR-83- Relocation/TIS,Lorain,39093
41-238-23586-LOR-83- Relocation/TIS,Lorain,39093
41-239-23586-LOR-83- Relocation/TIS,Lorain,39093
41-240-79078-HAM-71-8.50,Hamilton,39061
41-241-79078-HAM-71-8.50,Hamilton,39061
41-242-79078-HAM-71-8.50,Hamilton,39061
41-243-79078-HAM-71-8.50,Hamilton,39061
41-244-79078-HAM-71-8.50,Hamilton,39061
41-245-79078-HAM-71-8.50,Hamilton,39061
41-246-79078-HAM-71-8.50,Hamilton,39061
41-247-79078-HAM-71-8.50,Hamilton,39061
41-248-79078-HAM-71-8.50,Hamilton,39061
41-249-79078-HAM-71-8.50,Hamilton,39061
41-250-25584-FRA-71-5.29,Franklin,39049
41-251-25584-FRA-71-5.29,Franklin,39049
41-252-25584-FRA-71-5.29,Franklin,39049
41-253-25584-FRA-71-5.29,Franklin,39049
41-254-25584-FRA-71-5.29,Franklin,39049
41-255-79078-HAM-71-8.50,Hamilton,39061
41-256-79078-HAM-71-8.50,Hamilton,39061
41-257-79078-HAM-71-8.50,Hamilton,39061
41-258-79078-HAM-71-8.50,Hamilton,39061
41-259-79078-HAM-71-8.50,Hamilton,39061
41-260-79078-HAM-71-8.50,Hamilton,39061
41-261-79078-HAM-71-8.50,Hamilton,39061
41-262-79078-HAM-71-8.50,Hamilton,39061
41-263-79078-HAM-71-8.50,Hamilton,39061
41-264-79078-HAM-71-8.50,Hamilton,39061
41-265-79078-HAM-71-8.50,Hamilton,39061
41-266-78250-GUE-209-10.41,Guernsey,39059
41-267-78250-GUE-209-10.41,Guernsey,39059
41-268-78250-GUE-209-10.41,Guernsey,39059
41-269-78250-GUE-209-10.41,Guernsey,39059
41-270-18982-LOR-0057-12.54,Lorain,39093
41-271-22889-MIA-75-12.90,Miami,39109
41-272-22889-MIA-75-12.90,Miami,39109
41-273-22776-HOL-62-28.65,Holmes,39075
41-274-22776-HOL-62-28.65,Holmes,39075
41-275-17406-LOG-47-19.75,Logan,39091
41-276-17406-LOG-47-19.75,Logan,39091
41-277-17406-LOG-47-19.75,Logan,39091
41-278-17067-MOT-35-15.07,Montgomery,39113
41-279-17067-MOT-35-15.07,Montgomery,39113
41-280-17067-MOT-35-15.07,Montgomery,39113
41-281-24810-COL-30-31.39 over CR 425,Columbiana,39029
41-282-24436-MOT-48-16.38,Montgomery,39113
41-283-24436-MOT-48-16.38,Montgomery,39113
41-284-22907-LAK-86-1.32,Lake,39085
41-285-22907-LAK-86-1.32,Lake,39085
41-286-22907-LAK-86-1.32,Lake,39085
41-287-22010-MAD-70-0.00,Madison,39097
41-288-22010-MAD-70-0.00,Madison,39097
41-289-22772-TUS-250-5.03,Tuscarawas,39157
41-290-22772-TUS-250-5.03,Tuscarawas,39157
41-291-24528-CLA-4-5.56,Clark,39023
41-292-22772-TUS-250-5.03,Tuscarawas,39157
41-293-22772-TUS-250-5.03,Tuscarawas,39157
41-294-22772-TUS-250-5.03,Tuscarawas,39157
41-295-22010-MAD-70-0.00,Madison,39097
41-296-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-297-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-298-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-299-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-300-22010-MAD-70-0.00,Madison,39097
41-301-22356-BEL-9-18.54,Belmont,39013
41-302-23967-TRU-534-24.32,Trumbull,39155
41-303-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-304-22491-PER/LIC-13-28.73/0.00,Perry,39127
41-305-75883-LUC-246-5.84,Lucas,39095
41-306-23828-MOT-75-14.60,Montgomery,39113
41-307-25074-SUM-480/82-2.43/4.82/6.73/8.15/8.60/7.24,Summit,39153
41-308-25074-SUM-480/82-2.43/4.82/6.73/8.15/8.60/7.24,Summit,39153
41-309-25074-SUM-480/82-2.43/4.82/6.73/8.15/8.60/7.24,Summit,39153
41-310-75989-HAM-22-6.19,Hamilton,39061
41-311-75883-LUC-246-5.84,Lucas,39095
41-312--DAR-36-13.28,Darke,39037
41-313--DAR-36-13.29,Darke,39037
41-314-20082-HAM-50-18.79,Hamilton,39061
41-315-20082-HAM-50-18.79,Hamilton,39061
41-316-24440-BUT-27-17.70,Butler,39017
41-317-24868-LOR-90-12.42,Lorain,39093
41-318--DAR-36-13.30,Darke,39037
41-319-25074-SUM-480/82-2.43/4.82/6.73/8.15/8.60/7.24,Summit,39153
41-320-75928-ALL-81-13.45,Allen,39003
41-321-75928-ALL-81-13.45,Allen,39003
41-322-22010-MAD-70-0.00,Madison,39097
41-323-25461-WOO-75-0.77,Wood,39173
41-324-14017-MED-71 @ SR83,Medina,39103
41-325-14017-MED-71 @ SR83,Medina,39103
41-326-14017-MED-71 @ SR83,Medina,39103
41-327-14017-MED-71 @ SR83,Wayne,39169
41-328-22906-STA-0043-00.00,Stark,39151
41-329-14017-MED-71 @ SR83,Medina,39103
41-330-14017-MED-71 @ SR83,Medina,39103
41-331-77076-HAM-128-4.82,Hamilton,39061
41-332-25677-CRA-0039-00.00,Crawford,39033
41-333-23585-ERI-0061-01.74,Erie,39043
41-334-23582-HUR-0060-00.00,Huron,39077
41-335-23582-HUR-0060-00.00,Huron,39077
41-336-23582-HUR-0060-00.00,Huron,39077
41-337-23582-HUR-0060-00.00,Huron,39077
41-338-25661-HUR-0601-3.01,Huron,39077
41-339-23581-LOR-0301-00.00,Lorain,39093
41-340-23582-HUR-0060-00.00,Lorain,39093
41-341-23585-ERI-0061-01.74,Lorain,39093
41-342-25662-LOR-303-0.000,Lorain,39093
41-343-25662-LOR-303-0.000,Lorain,39093
41-344-23581-LOR-0301-00.00,Medina,39103
41-345-25657-ASD-0095-00.00,Ashland,39005
41-346-25677-CRA-0039-00.00,Richland,39139
41-347-25677-CRA-0039-00.00,Richland,39139
41-348-25677-CRA-0039-00.00,Crawford,39033
41-349-77320-FRA-270-24.47,Franklin,39049
41-350-77076-HAM-128-4.82,Hamilton,39061
41-351-77076-HAM-128-4.82,Hamilton,39061
41-352-23830-HAN-75-14.39,Hancock,39063
41-353-23830-HAN-75-14.39,Hancock,39063
41-354-77129-ERI-0006-15.14,Erie,39043
41-355-77129-ERI-0006-15.14,Erie,39043
41-356-76480-GAL-7-25.90,Gallia,39053
41-357-76480-GAL-7-25.90,Gallia,39053
41-358-76480-GAL-7-25.90,Gallia,39053
41-359-76480-GAL-7-25.90,Gallia,39053
41-360-23825-MOT-49-5.26,Montgomery,39113
41-361-25695-HUR-0020-00.00,Huron,39077
41-362-25697-LOR-0006-12.36,Lorain,39093
41-363-77129-ERI-0006-15.14,Erie,39043
41-364-22866-TRU-0005-14.42,Trumbull,39155
41-365-22866-TRU-0005-14.42,Trumbull,39155
41-366-22866-TRU-0005-14.42,Trumbull,39155
41-367-22866-TRU-0005-14.42,Trumbull,39155
41-368-15098-LAK-020-05.80,Lake,39085
41-369-18239-MED-0303-05.73,Medina,39103
41-370-25677-CRA-0039-00.00,Huron,39077
41-371-25695-HUR-0020-00.00,Huron,39077
41-372-25698-LOR-0083-10.51,Lorain,39093
41-373-25698-LOR-0083-10.51,Lorain,39093
41-374-77076-HAM-128-4.82,Hamilton,39061
41-375-23581-LOR-0301-00.00,Lorain,39093
41-376-23581-LOR-0301-00.00,Lorain,39093
41-377-24697-MRW-71-5.96,Morrow,39117
41-378-75251-CRA-0030-10.27,Crawford,39033
41-379-75251-CRA-0030-10.27,Crawford,39033
41-380-21075-DEL-257-8.75,Delaware,39041
41-381-23581-MED-0301-00.00,Medina,39103
41-382-77881-HUR-0162-00.00,Huron,39077
41-383-77881-HUR-0162-00.00,Huron,39077
41-384-21583-TUS-77-25.00,Tuscarawas,39157
41-385-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-386-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-387-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-388-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-389-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-390-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-391-79599-CUY-071-11.88-NOISE-WALLS,Cuyahoga,39035
41-392-23735-TUS-250-17.32,Tuscarawas,39157
41-393-23735-TUS-250-17.32,Tuscarawas,39157
41-394-25499-HAM-562-0.00,Hamilton,39061
41-395-75251-CRA-0030-10.27,Crawford,39033
41-396-75691-WAY-0003-20.00,Wayne,39169
41-397-80810-FRA-674-3.53,Fairfield,39045
41-398-80810-FRA-674-3.53,Fairfield,39045
41-399-80810-FRA-674-3.53,Fairfield,39045
41-400-80810-FRA-674-3.53,Franklin,39049
41-401-80810-FRA-674-3.53,Franklin,39049
41-402-80810-FRA-674-3.53,Fairfield,39045
41-403-80810-FRA-674-3.53,Fairfield,39045
41-404-80810-FRA-674-3.53,Fairfield,39045
41-405-80810-FRA-674-3.53,Fairfield,39045
41-406-80810-FRA-674-3.53,Fairfield,39045
41-407-80810-FRA-674-3.53,Fairfield,39045
41-408-80810-FRA-674-3.53,Fairfield,39045
41-409-24598-CLE-232-10.30,Clermont,39025
41-410-20878-FRA-40-4.54,Franklin,39049
41-411-20878-FRA-40-4.54,Franklin,39049
41-412-20878-FRA-40-4.54,Franklin,39049
41-413-20878-FRA-40-4.54,Franklin,39049
41-414-20878-FRA-40-4.54,Franklin,39049
41-415-20878-FRA-40-4.54,Franklin,39049
41-416-20878-FRA-40-4.54,Franklin,39049
41-417-20878-FRA-40-4.54,Franklin,39049
41-418-20878-FRA-40-4.54,Franklin,39049
41-419-20878-FRA-40-4.54,Franklin,39049
41-420-20878-FRA-40-4.54,Franklin,39049
41-421-20878-FRA-40-4.54,Franklin,39049
41-422-76375-WAR-42-19.76,Warren,39165
41-423-76375-WAR-42-19.76,Warren,39165
41-424-76375-WAR-42-19.76,Warren,39165
41-425-76375-WAR-42-19.76,Warren,39165
41-426-23914-CLI-68-2.01,Clinton,39027
41-427-24597-BUT-73-10.58,Butler,39017
41-428-24597-BUT-73-10.59,Butler,39017
41-429-75861-CHP-56-4.65,Champaign,39021
41-430-75862-MOT-725-2.00,Montgomery,39113
41-431-25325-AUG-75-5.15,Auglaize,39011
41-432-24868-LOR-90-12.42,Lorain,39093
41-433--MOT-675 @ Alex Bell Road,Montgomery,39113
41-434--MOT-675 @ Alex Bell Road,Montgomery,39113
41-435--MOT-675 @ Alex Bell Road,Montgomery,39113
41-436-22935-MOT-70-17.04,Montgomery,39113
41-437-22935-MOT-70-17.04,Montgomery,39113
41-438-23827-AUG-33-13.10,Auglaize,39011
41-439-23827-AUG-33-13.10,Auglaize,39011
41-440-76376-HAM-264-7.95,Hamilton,39061
41-441-22935-MOT-70-17.04,Montgomery,39113
41-442-23827-AUG-33-13.10,Auglaize,39011
41-443-25769-ATB-20-10.01,Ashtabula,39007
41-444-25769-ATB-20-10.01,Ashtabula,39007
41-445-25769-ATB-20-10.01,Ashtabula,39007
41-446-25837-POR-59-3.78,Portage,39133
41-447-76376-HAM-264-7.95,Hamilton,39061
41-448-22935-MOT-70-17.04,Montgomery,39113
41-449-77345-ATB-0090-05.37,Ashtabula,39007
41-450-77345-ATB-0090-05.37,Ashtabula,39007
41-451-77345-ATB-0090-05.37,Ashtabula,39007
41-452-25198-DEF-24-10.16,Defiance,39039
41-453-77345-ATB-0090-05.37,Ashtabula,39007
41-454-76158-ASD-0603-04.92,Ashland,39005
41-455-76029-JAC-93-14.35,Jackson,39079
41-456-76441-TRU-0062-05.00,Trumbull,39155
41-457-25768-SUM-0091-00.00,Summit,39153
41-458-25768-SUM-0091-00.00,Summit,39153
41-459-25768-SUM-0091-00.00,Summit,39153
41-460-76442-MAH-0224-16.33,Mahoning,39099
41-461-76442-MAH-0224-16.33,Mahoning,39099
41-462-76443-MAH-0224-15.30,Mahoning,39099
41-463-76443-MAH-0224-15.30,Mahoning,39099
41-464-76380-BUT-4-0.00,Butler,39017
41-465-76565-SUM-0018-06.65,Summit,39153
41-466-76565-SUM-0018-06.65,Summit,39153
41-467-76037-LOR-0254-05.07,Lorain,39093
41-468-76037-LOR-0254-05.07,Lorain,39093
41-469-76037-LOR-0254-05.07,Lorain,39093
41-470-76037-LOR-0254-05.07,Lorain,39093
41-471-76037-LOR-0254-05.07,Lorain,39093
41-472-76037-LOR-0254-05.07,Lorain,39093
41-473-76267-BEL-40-20.33,Belmont,39013
41-474-76443-MAH-0224-15.30,Mahoning,39099
41-475-75899-BUT-747-4.25,Butler,39017
41-476-21616-HAN-75-3.22,Hancock,39063
41-477-21616-HAN-75-3.22,Hancock,39063
41-478-23832-WYA-23-15.89,Wyandot,39175
41-479-18604-WAY-0250-00.00,Wayne,39169
41-480-18630-RIC-0013-05.62,Richland,39139
41-481-18630-RIC-0013-05.62,Richland,39139
41-482-19598-TUS-0039-09.38,Tuscarawas,39157
41-483-76009-COL-170-13.60,Columbiana,39029
41-484-77877-LOR-0162-00.00,Lorain,39093
41-485-77877-LOR-0162-00.00,Lorain,39093
41-486-77877-LOR-0162-00.00,Lorain,39093
41-487-25665-ASD-0089-00.00,Ashland,39005
41-488-25665-ASD-0089-00.00,Ashland,39005
41-489-25665-ASD-0089-00.00,Ashland,39005
41-490-25665-ASD-0089-00.00,Ashland,39005
41-491-25665-ASD-0089-00.00,Ashland,39005
41-492-25676-WAY-0095-00.00,Wayne,39169
41-493-23577-ERI-0060-03.43,Erie,39043
41-494-23577-ERI-0060-03.43,Erie,39043
41-495-23577-ERI-0060-03.43,Erie,39043
41-496-25665-ASD-0179-00.00,Ashland,39005
41-497-25665-ASD-0179-00.00,Ashland,39005
41-498-25665-ASD-0179-00.00,Ashland,39005
41-499-78990-MOT-675-1.61,Montgomery,39113
41-500-75253-WAY-0030-11.28,Wayne,39169
41-501-24691-HAM-50-19.38,Hamilton,39061
41-502-18296-ERI-0002-16.07,Erie,39043
41-503-25700-ASD-0250-16.30,Ashland,39005
41-504-25700-ASD-0060-16.56,Ashland,39005
41-505-25700-ASD-0060-16.56,Ashland,39005
41-506-25700-ASD-0060-16.56,Ashland,39005
41-507-25700-ASD-0060-16.56,Ashland,39005
41-508-25700-ASD-0060-16.56,Ashland,39005
41-509-25700-ASD-0060-16.56,Ashland,39005
41-510-25661-ERI-0250-01.13,Erie,39043
41-511-18235-MED-0018-13.45,Medina,39103
41-512-18235-MED-0018-13.45,Medina,39103
41-513-75297-CLE-125-1.93,Clermont,39025
41-514-75297-CLE-125-1.93,Clermont,39025
41-515-24247-ALL-309-7.05,Allen,39003
41-516-24247-ALL-309-7.05,Allen,39003
41-517-24247-ALL-309-7.05,Allen,39003
41-518-24247-ALL-309-7.05,Allen,39003
41-519-24247-ALL-309-7.05,Allen,39003
41-520-77198-SUM-0261-11.60,Summit,39153
41-521-77198-SUM-0261-11.60,Summit,39153
41-522-77198-SUM-0261-11.60,Summit,39153
